0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001 
0.0005, 0.0006, 0.0005, 0.0005, 0.0006, 0.0006, 0.0005 
0.0021, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002
0.0081, 0.0078, 0.0077, 0.0077, 0.0078, 0.0076, 0.0076
0.0185, 0.0186, 0.0185, 0.0187, 0.0185, 0.0185, 0.0195
